chapter_no,title,sect_no,sect_desc,subsec_1,subsec_2,subsec_3,subsec_desc,
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,17,Relative grounds for refusal of registration,6,,,"Where separate applications are made by different persons to be registered as proprietor respectively of trade marks which are identical or nearly resemble each other. in respect of the same goods or description of goods, the Registrar, if thanks fit, may refuse to register any of them until their rights have been determined by the High Court or a District Court.",
,Registrar Trade Marks Registry and Registration of Trade Marks,18,"Meaning of ""earlier trade mark""",1,,," In this ordinance. ""earlier trade mark""",
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,18,"Meaning of ""earlier trade mark""",1,a,,"a registered trade mark or a Convention trade mark as per the Paris Convention which has a date of application for registration carlier than that of the trade mark in question, talking account, where appropriate, of the priorities claimed in respect of the trade marks;",
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,18,"Meaning of ""earlier trade mark""",1,b,,a trade mark filed under sub-section(1) of section 26,sect_no26
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,18,"Meaning of ""earlier trade mark""",1,c,,"a trade mar which, on the date of application for registration of the trade mark in question, or where appropriate, of the priority claimed in respect of the application, was entitled to protection under the Paris Convention as a well known trade mark.",
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,18,"Meaning of ""earlier trade mark""",2,,,"References in this Ordinance to an earlier trade mark include a trade mark in respect of which an application for registration has been made and which, if registered, would be an earlier trade mark by virtue of clause (a) or (b) of subsection (1), subject to its being so registered.",clause a or b subsec_1
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,18,"Meaning of ""earlier trade mark""",3,,,"A trade mark shall, within clause (a) or (b) of sub-section (1), where registration expires, continue to be taken into account in determining of a later mark for a period of one year after the unless the Registrar is satisfied that there was no bona fide use of the mark during two years immediately preceding the expiry.",clause a or b of subsec_1
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,18," Meaning of ""earlier trade mark""",1,a,,"a registered trade mark or a Convention trade mark as per the Paris Convention which has a date of application for registration carlier than that of the trade mark in question, talking account, where appropriate, of the priorities claimed in respect of the trade marks;",
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,18," Meaning of ""earlier trade mark""",1,b,,a trade mark filed under sub-section(1) of section 26;,subsec_1 of sect_no26
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,18," Meaning of ""earlier trade mark""",1,c,,"a trade mar which, on the date of application for registration of the trade mark in question, or where appropriate, of the priority claimed in respect of the application, was entitled to protection under the Paris Convention as a well known trade mark.",
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,18," Meaning of ""earlier trade mark""",2,,,"References in this Ordinance to an earlier trade mark include a trade mark in respect of which an application for registration has been made and which, if registered, would be an earlier trade mark by virtue of clause (a) or (b) of subsection (1), subject to its being so registered.", clause a or b of subsec_1
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,18," Meaning of ""earlier trade mark""",3,,,"A trade mark shall, within clause (a) or (b) of sub-section (1), where registration expires, continue to be taken into account in determining of a later mark for a period of one year after the unless the Registrar is satisfied that there was no bona fide use of the mark during two years immediately preceding the expiry.",clause a or b of subsec_1
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,19, Raising of relative grounds in case of honest concurrent use.-,1,,,Where on application for the registration of a trade mark it appears to the Registrar that there is-,
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,19, Raising of relative grounds in case of honest concurrent use.-,1,a,,"(a) an earlier trade mark in relation to which the conditions set out in sub-section (1), (2) or (3) of section 17 obtain","subsec_1,subsec_ 2 or subsec_3 of sect_no17"
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,19, Raising of relative grounds in case of honest concurrent use.-,1,b,,"an earlier right in relation to which the condition set out in sub-section (4) of section 17 is satisfied. but the applicant proves to the satisfaction of the Registrar that there has been honest concurrent use of the trade mark for which registration is sought, the Registrar shall not refuse the application by reason of the earlier trade mark or other right unless objection on that ground is raised in opposition proceedings by the proprietor of that earlier trade mark or other earlier right",subsec_ 4 of sect_no17
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,19, Raising of relative grounds in case of honest concurrent use.-,2,,,"For the purposes of this section, ""honest concurrent use"" means such use in Pakistan, by the applicant or with his consent, as would formerly have amounted to honest concurrent use for the purposes of sub-section (2) of section 10 of the Trade Marks Act, 1940 (V of 1940)",sub-section2 of sect_no10
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,19, Raising of relative grounds in case of honest concurrent use.-,3,,,Nothing in this section shall affect,
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,19, Raising of relative grounds in case of honest concurrent use.-,3,a,,the refusal of registration on the grounds mentioned in section 14,
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,, Raising of relative grounds in case of honest concurrent use.-,3,b,,the making of an application for a declaration of invalidity under subsection (2) of section 80.,subsec_2 of sect_no10
Chapter II, Registration of parts of trade marks and of trade marks as a series.-,20,Registration of parts of trade marks and of trade marks as a series.-,1,,,"Where the proprietor of a trade mark claims to be entitled to exclusive use of any part thereof separately, he may apply to register the whole and the part as separate trade marks.",
Chapter II,Registrar Trade Marks Registry and Registration of Trade Marks,20,Registration of parts of trade marks and of trade marks as a series.-,2,,,"Each such separate trade mark shall satisfy all the conditions applying to, and have all the incidents of, an independent trade mark.",
